_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,station_id,external_id,station_name,short_name,lat,lon,rental_methods,capacity,electric_bike_surcharge_waiver,is_charging_info,eightd_has_key_dispenser,has_kiosk,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,is_charging_status,last_reported_datetime,bike_availability_pct,dock_availability_pct
ecobici,ecobici_realtime_stations,2026-06-06T04:38:11Z,2026-06-06,20260606T043810Z,1,e961269c-34c4-4b70-8e30-a51aa95a8429,CE-710 Molino del Rey - Glorieta de la Lealtad,710,19.416795,-99.192508,"['CREDITCARD', 'KEY']",39,False,False,False,True,0,4,35,0,1,1,1,1780715230,False,False,2026-06-06 03:07:10,0.0,0.8974358974358975
ecobici,ecobici_realtime_stations,2026-06-06T04:38:11Z,2026-06-06,20260606T043810Z,5,3ea89109-d2f3-46eb-9c41-c43742050340,CE-407  Prolongación Xochicalco-General Emiliano Zapata,407,19.36726591257277,-99.15865559132271,"['CREDITCARD', 'KEY']",19,False,False,False,True,6,0,13,0,1,1,1,1780719731,False,False,2026-06-06 04:22:11,0.3157894736842105,0.6842105263157895
ecobici,ecobici_realtime_stations,2026-06-06T04:38:11Z,2026-06-06,20260606T043810Z,6,ba78b703-4e5a-44bd-ab2c-1eedc71e11c3,CE-428  Prolongación Uxmal-Av. Popocatépetl (Eje 8),428,19.363404,-99.160395,"['CREDITCARD', 'KEY']",27,False,False,False,True,8,1,18,0,1,1,1,1780719957,False,False,2026-06-06 04:25:57,0.2962962962962963,0.6666666666666666
ecobici,ecobici_realtime_stations,2026-06-06T04:38:11Z,2026-06-06,20260606T043810Z,7,6563d263-2342-46e3-8983-461e68d2d615,CE-483 Colegio Salesiano - Marina Nacional,483,19.44304,-99.17759,"['CREDITCARD', 'KEY']",0,False,False,False,True,0,0,0,0,1,0,0,86400,False,False,1970-01-02 00:00:00,,
ecobici,ecobici_realtime_stations,2026-06-06T04:38:11Z,2026-06-06,20260606T043810Z,8,ec55e597-c8fc-4e86-bcfe-b0e81a494790,CE-443 Bruno Traven-Golondrinas,443,19.359583,-99.162085,"['CREDITCARD', 'KEY']",31,False,False,False,True,3,2,26,0,1,1,1,1780720314,False,False,2026-06-06 04:31:54,0.0967741935483871,0.8387096774193549
ecobici,ecobici_realtime_stations,2026-06-06T04:38:11Z,2026-06-06,20260606T043810Z,9,a98c7fac-12ce-4895-923b-6b39f04721ca,CE-423 Moras-José María Rico (Eje 8),423,19.367816,-99.175269,"['CREDITCARD', 'KEY']",23,False,False,False,True,0,0,23,0,1,1,1,1780719795,False,False,2026-06-06 04:23:15,0.0,1.0
ecobici,ecobici_realtime_stations,2026-06-06T04:38:11Z,2026-06-06,20260606T043810Z,10,ae1c2b82-7148-41c2-acd1-d9280241f87e,CE-438 Adolfo Prieto-José María Olloqui,438,19.36473,-99.174447,"['CREDITCARD', 'KEY']",23,False,False,False,True,0,0,23,0,1,1,1,1780710515,False,False,2026-06-06 01:48:35,0.0,1.0
ecobici,ecobici_realtime_stations,2026-06-06T04:38:11Z,2026-06-06,20260606T043810Z,11,f6484d2e-8282-41e6-a023-1afb53dae580,CE-415 San Francisco-Parroquia,415,19.37099,-99.176135,"['CREDITCARD', 'KEY']",27,False,False,False,True,0,0,27,0,1,1,1,1780719864,False,False,2026-06-06 04:24:24,0.0,1.0
ecobici,ecobici_realtime_stations,2026-06-06T04:38:11Z,2026-06-06,20260606T043810Z,12,90714c5e-7256-4744-a55d-9370f26d89bd,CE-417 Goya-Augusto Rodin,417,19.373447,-99.184465,"['CREDITCARD', 'KEY']",27,False,False,False,True,0,2,25,0,1,1,1,1780719301,False,False,2026-06-06 04:15:01,0.0,0.9259259259259259
ecobici,ecobici_realtime_stations,2026-06-06T04:38:11Z,2026-06-06,20260606T043810Z,14,1995f5cd-611e-4571-832d-57f4d19ffc57,CE-022 Reforma - Manchester,022,19.424784,-99.172119,"['CREDITCARD', 'KEY']",35,False,False,False,True,4,1,30,0,1,1,1,1780719170,False,False,2026-06-06 04:12:50,0.11428571428571428,0.8571428571428571
ecobici,ecobici_realtime_stations,2026-06-06T04:38:11Z,2026-06-06,20260606T043810Z,15,2f3047ad-7725-4d23-9e59-3b98aeee9f3d,CE-094 Lic. Verdad-Moneda,094,19.433766,-99.130918,"['CREDITCARD', 'KEY']",23,False,False,False,True,0,2,21,0,1,1,1,1780718825,False,False,2026-06-06 04:07:05,0.0,0.9130434782608695
ecobici,ecobici_realtime_stations,2026-06-06T04:38:11Z,2026-06-06,20260606T043810Z,16,d821ac72-6eb9-47ba-8e9d-b288db2d99d1,CE-405 División Del Norte-Municipio Libre,405,19.370565558464016,-99.15662247688942,"['CREDITCARD', 'KEY']",27,False,False,False,True,2,1,24,0,1,1,1,1780720419,False,False,2026-06-06 04:33:39,0.07407407407407407,0.8888888888888888
ecobici,ecobici_realtime_stations,2026-06-06T04:38:11Z,2026-06-06,20260606T043810Z,17,4f21a08a-24f2-465e-b8f3-5874d064e015,CE-375 Tenayuca-División Del Norte,375,19.376793,-99.158847,"['CREDITCARD', 'KEY']",23,False,False,False,True,10,1,12,0,1,1,1,1780719940,False,False,2026-06-06 04:25:40,0.43478260869565216,0.5217391304347826
ecobici,ecobici_realtime_stations,2026-06-06T04:38:11Z,2026-06-06,20260606T043810Z,18,ac88b65c-7622-4b42-84bd-b9c3f36f7d22,CE-394 Dr. Roberto Gayol-Félix Cuevas,394,19.372474,-99.171639,"['CREDITCARD', 'KEY']",35,False,False,False,True,1,1,33,0,1,1,1,1780720412,False,False,2026-06-06 04:33:32,0.02857142857142857,0.9428571428571428
